tm,stability,entry,proteinname
49.77546473,Medium,P13010,X-ray repair cross-complementing protein 5 (EC 3.6.4.-) (86 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku80) (Ku86) (Lupus Ku autoantigen protein p86) (Nuclear factor IV) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining))
60.33077526,Medium,Q7Z5K2,Wings apart-like protein homolog (Friend of EBNA2 protein) (WAPL cohesin release factor)
60.40407772,Medium,Q6UXN9,WD repeat-containing protein 82 (Protein TMEM113) (Swd2)
60.14640354,Medium,P61964,WD repeat-containing protein 5 (BMP2-induced 3-kb gene protein)
64.5988536,Stable,C9JCS7,WD repeat-containing protein 26 (Fragment)
57.59405778,Medium,O75083,WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)
60.10546959,Medium,O43516,WAS/WASL-interacting protein family member 1 (Protein PRPL-2) (Wiskott-Aldrich syndrome protein-interacting protein) (WASP-interacting protein)
44.28997536,Unstable,E5RIA0,Vinexin (Fragment)
59.80552263,Medium,P18206,Vinculin (Metavinculin) (MV)
42.78603865,Unstable,P08670,Vimentin
61.79734342,Medium,Q00341,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)
59.20229375,Medium,P46459,Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)
59.09764684,Medium,Q9P0L0,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)
59.2239881,Medium,P50552,Vasodilator-stimulated phosphoprotein (VASP)
60.30489307,Medium,P26640,Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)
44.81519604,Unstable,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1)
60.14815045,Medium,O75351,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)
68.55829391,Stable,Q96QK1,Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35)
58.76788068,Medium,Q9UBQ0,Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29)
58.88316984,Medium,P21283,V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)
60.05508626,Medium,P21281,"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)"
59.06169189,Medium,P54727,UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58)
58.54816199,Medium,K7ELW1,UV excision repair protein RAD23 homolog A
59.97554858,Medium,Q16851,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)
64.15297886,Medium,H0Y5R6,Uroporphyrinogen decarboxylase (Fragment)
58.85208267,Medium,Q9Y224,UPF0568 protein C14orf166 (CLE7 homolog) (CLE)
61.04939615,Medium,Q9NZ63,Uncharacterized protein C9orf78 (Hepatocellular carcinoma-associated antigen 59)
51.06646109,Medium,F8W031,Uncharacterized protein (Fragment)
62.2631946,Medium,H0YIV9,Uncharacterized protein (Fragment)
59.81484076,Medium,D6RAR5,Uncharacterized protein
59.39629152,Medium,Q16222,UDP-N-acetylhexosamine pyrophosphorylase (Antigen X) (AGX) (Sperm-associated antigen 2) [Includes: UDP-N-acetylgalactosamine pyrophosphorylase (EC 2.7.7.83) (AGX-1); UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (AGX-2)]
44.8941951,Unstable,E9PJ81,UBX domain-containing protein 1 (Fragment)
57.03218507,Medium,Q9BZL1,Ubiquitin-like protein 5
56.00528398,Medium,P11441,Ubiquitin-like protein 4A (Ubiquitin-like protein GDX)
58.85567379,Medium,A0AVT1,Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)
46.48950736,Unstable,P22314,Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)
59.48725867,Medium,Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1)
60.57612682,Medium,Q15819,Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein)
56.67724172,Medium,Q16763,Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (E2-EPF) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-conjugating enzyme E2-EPF5) (Ubiquitin-protein ligase S)
61.71389553,Medium,P68036,Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)
41.63021917,Unstable,F8W726,Ubiquitin-associated protein 2-like
58.87464995,Medium,F5GYN4,Ubiquitin thioesterase OTUB1
67.60319328,Stable,Q86UV5,Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific-processing protease 48)
60.96809276,Medium,O95777,U6 snRNA-associated Sm-like protein LSm8
60.59123474,Medium,Q9UK45,U6 snRNA-associated Sm-like protein LSm7
59.25958882,Medium,P62312,U6 snRNA-associated Sm-like protein LSm6
60.32010489,Medium,P62310,U6 snRNA-associated Sm-like protein LSm3
63.58493761,Medium,Q9Y333,U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (Small nuclear ribonuclear protein D homolog) (snRNP core Sm-like protein Sm-x5)
65.24856006,Stable,Q96DI7,U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)
54.32424556,Medium,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)
49.21455778,Medium,B9A018,U4/U6.U5 tri-snRNP-associated protein 2
59.24955825,Medium,O43290,U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)
45.5013312,Unstable,O43172,U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)
59.24990311,Medium,O43818,U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)
47.0154005,Unstable,O15042,U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)
65.3605583,Stable,P08579,U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')
59.80582393,Medium,P08621,U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)
58.97654077,Medium,O60674,Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2)
60.82974491,Medium,Q9UIG0,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)
42.94951055,Unstable,P54577,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]"
60.40178909,Medium,Q86UY0,TXNDC5 protein
60.31056477,Medium,Q12792,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9)
59.90560506,Medium,O43399,Tumor protein D54 (hD54) (Tumor protein D52-like 2)
56.03679351,Medium,P23381,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]"
44.29795514,Unstable,P67936,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)
58.97431979,Medium,H7BYY1,"Tropomyosin 1 (Alpha), isoform CRA_m (Tropomyosin alpha-1 chain)"
60.21041294,Medium,Q9NYL9,Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)
60.08578952,Medium,Q9Y3I0,tRNA-splicing ligase RtcB homolog (EC 6.5.1.3)
59.01169514,Medium,P60174,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)
60.49650469,Medium,P40939,"Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]"
46.45734392,Unstable,Q13428,Treacle protein (Treacher Collins syndrome protein)
52.04003049,Medium,Q92973,Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP)
50.06455135,Medium,P13693,Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)
59.47666075,Medium,Q9BSH4,Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I)
66.66065336,Stable,P29401,Transketolase (TK) (EC 2.2.1.1)
61.35152292,Medium,P55072,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)
52.62952863,Medium,C9J5W6,Transgelin-3
52.83244273,Medium,P37802,Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)
58.84674159,Medium,Q9Y6A5,Transforming acidic coiled-coil-containing protein 3 (ERIC-1)
59.55035711,Medium,P02786,"Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]"
66.94146058,Stable,P25490,Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)
53.69751861,Medium,Q8WXI9,Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)
58.62605599,Medium,Q86YP4,Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A)
58.21045026,Medium,Q00577,Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha)
51.854065,Medium,Q13263,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 6.3.2.-) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (Tripartite motif-containing protein 28)
63.0678175,Medium,C9JFL8,Transcription initiation factor TFIID subunit 6 (Fragment)
51.51640908,Medium,P29084,Transcription initiation factor IIE subunit beta (TFIIE-beta) (General transcription factor IIE subunit 2)
59.71844812,Medium,O60675,Transcription factor MafK (Erythroid transcription factor NF-E2 p18 subunit)
48.55887887,Medium,P17535,Transcription factor jun-D
59.25232623,Medium,Q9NZI6,Transcription factor CP2-like protein 1 (CP2-related transcriptional repressor 1) (CRTR-1) (Transcription factor LBP-9)
66.40467989,Stable,P20290,Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)
42.56886564,Unstable,O14776,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150)
58.27193259,Medium,O00267,Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)
49.93468255,Medium,J3KSQ6,Transcription elongation factor SPT4
46.78670449,Unstable,E5RHG8,Transcription elongation factor B polypeptide 1 (Fragment)
60.68201111,Medium,P23193,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)
59.58608243,Medium,P51532,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)
59.49187677,Medium,O14545,TRAF-type zinc finger domain-containing protein 1 (Protein FLN29)
58.44584151,Medium,O43715,TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV)
60.05643782,Medium,O94842,TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1)
59.88099177,Medium,J3KN66,Torsin-1A-interacting protein 1
59.13564513,Medium,Q9Y2W1,Thyroid hormone receptor-associated protein 3 (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150)
60.09046612,Medium,P23919,Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)
60.56458553,Medium,P19971,Thymidine phosphorylase (TP) (EC 2.4.2.4) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase)
59.35032027,Medium,P26639,"Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"
58.96070145,Medium,Q6I9Y2,THO complex subunit 7 homolog (Functional spliceosome-associated protein 24) (fSAP24) (Ngg1-interacting factor 3-like protein 1-binding protein 1) (NIF3L1-binding protein 1) (hTREX30)
59.18253425,Medium,Q86W42,THO complex subunit 6 homolog (Functional spliceosome-associated protein 35) (fSAP35) (WD repeat-containing protein 58)
55.14653474,Medium,Q8NI27,THO complex subunit 2 (Tho2) (hTREX120)
59.32883791,Medium,Q96FV9,THO complex subunit 1 (Tho1) (Nuclear matrix protein p84) (p84N5) (hTREX84)
66.31381555,Stable,Q99757,"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)"
51.25993947,Medium,K7ER96,Thioredoxin-like protein 1 (Fragment)
59.87595493,Medium,E9PIR7,"Thioredoxin reductase 1, cytoplasmic"
50.45161293,Medium,O95881,Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19)
67.57042753,Stable,P19447,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (Basic transcription factor 2 89 kDa subunit) (BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit) (TFIIH 89 kDa subunit) (TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)
55.92173876,Medium,Q9Y490,Talin-1
60.70194554,Medium,P40227,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)
60.32609817,Medium,B4DUR8,T-complex protein 1 subunit gamma
60.0986919,Medium,Q99832,"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]"
60.17979966,Medium,P50991,T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta) (Stimulator of TAR RNA-binding)
59.71447759,Medium,P17987,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)
68.70435372,Stable,Q8IV01,Synaptotagmin-12 (Synaptotagmin XII) (SytXII)
59.50289823,Medium,O15498,Synaptobrevin homolog YKT6 (EC 2.3.1.-)
58.44558381,Medium,Q92797,Symplekin
44.13576838,Unstable,Q969G3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)
61.42020299,Medium,F8VRQ4,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
60.06538478,Medium,O60264,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)
52.18819688,Medium,Q92922,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1)
41.23724314,Unstable,P00441,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)
44.86160825,Unstable,H3BQQ9,SUMO-conjugating enzyme (EC 6.3.2.-) (Fragment)
59.53562404,Medium,B3KNJ4,"SUMO-1 activating enzyme subunit 1, isoform CRA_a (SUMO-activating enzyme subunit 1) (cDNA FLJ14689 fis, clone NT2RP2005204, highly similar to Ubiquitin-like 1-activating enzyme E1A)"
48.227195,Medium,Q8NBJ7,Sulfatase-modifying factor 2 (C-alpha-formylglycine-generating enzyme 2)
48.58804442,Medium,P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s)"
45.92901167,Unstable,Q96I99,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)"
47.15798075,Unstable,Q9P2R7,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (Renal carcinoma antigen NY-REN-39) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)"
43.51459951,Unstable,Q9NX18,"Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)"
49.22971702,Medium,Q9UQE7,Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)
62.70119653,Medium,O95347,Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)
60.28084559,Medium,Q14683,Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)
48.12616497,Medium,P31948,Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)
51.0079167,Medium,P38646,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)"
45.06436007,Unstable,Q7KZF4,Staphylococcal nuclease domain-containing protein 1 (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)
60.14557445,Medium,Q96SB4,SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)
45.03726602,Unstable,Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
48.2166434,Medium,P23246,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)"
52.82733799,Medium,K7ENG2,Splicing factor U2AF 65 kDa subunit
57.58851013,Medium,Q9Y3B4,"Splicing factor 3B subunit 6 (Pre-mRNA branch site protein p14) (SF3b 14 kDa subunit) (SF3B14a) (Spliceosome-associated protein, 14-kDa) (Splicing factor 3b, subunit 6, 14kDa)"
61.04998191,Medium,Q9BWJ5,Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)
62.1251692,Medium,Q15393,Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)
42.6805364,Unstable,Q13435,Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (SF3b150) (Spliceosome-associated protein 145) (SAP 145)
60.70467251,Medium,O75533,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)
40.60648444,Unstable,Q12874,Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)
58.96578856,Medium,Q15459,Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)
47.63242094,Unstable,Q15637,Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)
60.82909624,Medium,Q9P013,Spliceosome-associated protein CWC15 homolog
52.51723379,Medium,Q13838,Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)
48.81294133,Medium,P52788,Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)
60.39696516,Medium,O15020,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)"
53.18983764,Medium,Q01082,"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)"
58.76809975,Medium,Q8N0X7,Spartin (Spastic paraplegia 20 protein) (Trans-activated by hepatitis C virus core protein 1)
64.01847893,Medium,Q9UNH7,"Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]"
61.48794595,Medium,O60493,Sorting nexin-3 (Protein SDP3)
49.48656504,Medium,C9J0K6,Sorcin
59.95987619,Medium,H7C4L9,Sodium/potassium-transporting ATPase subunit beta-3 (Fragment)
